before_10/String1.txt,"""Select * from User where userName="" + login.getUserName() + "" and password="" + login.getPassword()"
before_100/String1.txt,"""SELECT COUNT(DISTINCT order_num) FROM bespeak WHERE order_state IN(7, 8, 9)"""
before_102/String1.txt,"""DELETE FROM ingresso WHERE id="" + id"
before_103/String1.txt,"""SELECT * "" + ""FROM (SELECT id, pwd, name, phone, email, address, memo, rating, rownum as num FROM member) "" + ""WHERE num >= "" + start + "" AND num <= "" + end"
before_104/String1.txt,"""UPDATE member SET memo="" + memo + "", rating="" + rating + "" WHERE id="" + id"
before_106/String1.txt,"""DELETE FROM member WHERE id="" + strId"
before_107/String1.txt,"""DELETE FROM bespeak WHERE order_num="" + order_num"
before_109/String1.txt,"""SELECT title FROM book WHERE no = "" + b.getNo()"
before_11/String1.txt,"""INSERT INTO Resurse_Financiare  VALUES("" + rf.getDescriere() + "","" + rf.getSuma() + "","" + tip + "")"""
before_110/String1.txt,"""INSERT INTO member (account,passwd,realname) VALUES ("" + account + "","" + passwd + "","" + realName + "")"""
before_111/String1.txt,"""SELECT * FROM member WHERE account="" + account + "" AND passwd="" + passwd"
before_112/String1.txt,"""UPDATE ingresso SET local="" + adulto.getLocal() + "", datahora="" + new java.sql.Date(adulto.getDataHora().getTime()) + "", lugar="" + adulto.getLugar() + "", quantidade="" + adulto.getQuantidade() + "", idcategoria="" + adulto.getCategoria().getId() + "", idtipoingresso="" + adulto.getTipoIngresso().getId() + "", valor="" + adulto.getValor() + "" WHERE id="" + adulto.getId()"
before_113/String1.txt,"""insert into mensagem(de, para, mensagem) values("" + msg.getDeEmail() + "","" + msg.getParaEmail() + "","" + msg.getMensagem() + "")"""
before_114/String1.txt,"""select * from mensagem where para = '"" + userParaEmail + ""'"""
before_115/String1.txt,"""delete from mensagem where id = '"" + id + ""'"""
before_117/String1.txt,"""SELECT * FROM ingresso WHERE id="" + codigo"
before_118/String1.txt,"""SELECT * FROM message WHERE to_id = "" + mid + "" ORDER BY sent_date DESC"""
before_119/String1.txt,"""SELECT * FROM message WHERE to_id = "" + mid + "" ORDER BY sent_date ASC"""
before_12/String1.txt,"""Insert into User(id,firstName,lastName,userName,email,password,mobileNo) values("" + userInfo.getId() + "","" + userInfo.getFirstName() + "","" + userInfo.getLastName() + "","" + userInfo.getUserName() + "","" + userInfo.getEmail() + "","" + userInfo.getPassword() + "","" + userInfo.getMobileNo() + "")"""
before_122/String1.txt,"""SELECT * FROM message WHERE from_id = "" + mid + "" ORDER BY sent_date DESC"""
before_123/String1.txt,"""SELECT * FROM message WHERE from_id = "" + mid + "" ORDER BY sent_date ASC"""
before_126/String1.txt,"""UPDATE message SET been_read=1 WHERE message_id="" + mBean.getMessageId()"
before_127/String1.txt,"""UPDATE message SET been_read=1 WHERE message_id="" + mBean.getMessageId()"
before_128/String1.txt,"""SELECT * FROM message WHERE original_msg_id="" + refID"
before_129/String1.txt,sql.toString()
before_13/String1.txt,"""Select * from User where userName= "" + userName"
before_130/String1.txt,"""insert into "" + TBL_NAME + "" ("" + FIELD_DATA + "","" + FIELD_TIPO + "","" + FIELD_TBL + "") values("" + new Timestamp(System.currentTimeMillis()) + "","" + modifica.getTipo() + "","" + modifica.getTabella() + "")"""
before_131/String1.txt,"""select * from "" + TBL_NAME + "" where "" + FIELD_DATA + "" >= "" + data"
before_132/String1.txt,"""INSERT INTO ModRgl (codeModRgl, nomModRgl) VALUES ("" + obj.getCodeModRgl() + "", "" + obj.getNomModRgl() + "")"""
before_133/String1.txt,"""DELETE FROM ModRgl WHERE id = "" + obj.getId()"
before_134/String1.txt,"""UPDATE ModRgl SET codeModRgl = "" + obj.getCodeModRgl() + "", nomModRgl = "" + obj.getNomModRgl() + "" WHERE id = "" + obj.getId()"
before_135/String1.txt,"""SELECT * FROM ModRgl WHERE id = "" + id"
before_136/String1.txt,"""SELECT * FROM ModRgl WHERE codeModRgl = "" + code"
before_137/String1.txt,"""SELECT * FROM service_order "" + ""WHERE memberid = "" + id + "" AND expiration_date IS null "" + ""ORDER BY need_by_date DESC"""
